# Boroson optical Fe template
# log10(wave)  flux (erg/s/cm2/A)
3.8523042573  8.915848E-17
3.8524581562  1.064814E-16
3.8526120551  9.133408E-17
3.852765954  -5.002852E-17
3.8529198529  -9.822025E-17
3.8530737518  -2.499171E-18
3.8532276507  4.711451E-17
3.8533815496  9.956999E-17
3.8535354485  1.338714E-16
3.8536893474  -8.490447E-18
3.8538432463  -1.527984E-16
3.8539971452  -8.923238E-17
3.8541510441  6.532106E-17
3.854304943  1.702106E-16
3.8544588419  2.693289E-16
3.8546127408  4.825801E-16
3.8547666397  7.554945E-16
3.8549205386  8.332509E-16
3.8550744375  5.768339E-16
3.8552283364  2.578836E-16
3.8553822353  1.118549E-17
3.8555361342  -1.847176E-16
3.8556900331  -3.096397E-16
3.855843932  -2.608025E-16
3.8559978309  -1.940220E-16
3.8561517298  -1.125563E-16
3.8563056287  1.885353E-16
3.8564595276  2.969378E-16
3.8566134265  1.960454E-16
3.8567673254  1.648633E-16
3.8569212243  1.900846E-16
3.8570751232  7.880371E-17
3.8572290221  -9.010440E-17
3.857382921  7.606081E-17
3.8575368199  6.619838E-17
3.8576907188  -2.791259E-16
3.8578446177  -1.410026E-16
3.8579985166  7.990443E-17
3.8581524155  2.605298E-16
3.8583063144  -2.073706E-17
3.8584602133  -2.073706E-17
3.8586141122  -3.265079E-17
3.8587680111  -3.265079E-17
3.85892191  -5.066252E-17
3.8590758089  -6.257583E-17
3.8592297078  -7.448914E-17
3.8593836067  -2.087470E-17
3.8595375056  4.144045E-17
3.8596914045  -1.278539E-16
3.8598453034  -1.280297E-16
3.8599992023  -4.153024E-17
3.8601531012  1.514707E-18
3.8603070001  4.779892E-17
3.860460899  2.244002E-18
3.8606147979  -8.597151E-17
3.8607686968  -5.446951E-17
3.8609225957  3.284497E-17
3.8610764946  2.420841E-17
3.8612303935  -9.452041E-18
3.8613842924  6.646668E-17
3.8615381913  -5.671521E-18
3.8616920902  3.966909E-17
3.8618459891  4.312901E-17
3.861999888  1.817457E-17
3.8621537869  1.414714E-17
3.8623076858  1.464880E-17
3.8624615847  -6.462925E-17
3.8626154836  2.202068E-16
3.8627693825  8.464720E-16
3.8629232814  1.077106E-15
3.8630771803  1.004375E-15
3.8632310792  7.410537E-16
3.8633849781  5.377079E-16
3.863538877  4.958023E-16
3.8636927759  4.197567E-16
3.8638466748  5.525145E-16
3.8640005737  7.694672E-16
3.8641544726  8.243937E-16
3.8643083715  6.535973E-16
3.8644622704  4.986530E-16
3.8646161693  6.730852E-16
3.8647700682  1.016554E-15
3.8649239671  1.114428E-15
3.865077866  6.798062E-16
3.8652317649  3.711938E-16
3.8653856638  2.662631E-16
3.8655395627  2.364158E-16
3.8656934616  1.101863E-16
3.8658473605  6.727580E-17
3.8660012594  1.067270E-16
3.8661551583  1.673686E-16
3.8663090572  1.041668E-16
3.8664629561  -6.216735E-17
3.866616855  2.912819E-17
3.8667707539  2.683574E-16
3.8669246528  4.115320E-16
3.8670785517  1.741934E-16
3.8672324506  4.676829E-17
3.8673863495  2.567793E-16
3.8675402484  2.947001E-16
3.8676941473  1.150726E-16
3.8678480462  2.306693E-16
3.8680019451  3.020725E-16
3.868155844  2.718739E-16
3.8683097429  2.182109E-16
3.8684636418  2.495065E-16
3.8686175407  3.932619E-16
3.8687714396  2.966331E-16
3.8689253385  1.016503E-16
3.8690792374  7.195143E-17
3.8692331363  2.060594E-16
3.8693870352  2.717985E-16
3.8695409341  2.834100E-16
3.869694833  2.331426E-16
3.8698487319  2.468807E-16
3.8700026308  3.161000E-16
3.8701565297  3.830391E-16
3.8703104286  3.794172E-16
3.8704643275  2.848957E-16
3.8706182264  2.023498E-16
3.8707721253  1.324592E-16
3.8709260242  1.862198E-16
3.8710799231  2.437312E-16
3.871233822  3.831289E-16
3.8713877209  4.021751E-16
3.8715416198  2.544426E-16
3.8716955187  2.861099E-16
3.8718494176  3.679255E-16
3.8720033165  3.492639E-16
3.8721572154  3.578172E-16
3.8723111143  5.160756E-16
3.8724650132  6.283951E-16
3.8726189121  6.963773E-16
3.872772811  5.785341E-16
3.8729267099  4.935335E-16
3.8730806088  3.703241E-16
3.8732345077  2.885236E-16
3.8733884066  3.573020E-16
3.8735423055  5.026484E-16
3.8736962044  3.802193E-16
3.8738501033  1.831901E-16
3.8740040022  1.281398E-16
3.8741579011  -1.238354E-16
